fmisid,station,time_utc,Maximum temperature [°C],Minimum temperature [°C],Average relative humidity [%],Wind speed [m/s],Average air pressure [hPa]
106435,Muonio Oustajärvi,2025-03-24 17:00:00+00:00,0.7,-0.2,50.0,8.1,997.8
106435,Muonio Oustajärvi,2025-03-24 18:00:00+00:00,0.1,-0.3,49.0,7.7,996.2
106435,Muonio Oustajärvi,2025-03-24 19:00:00+00:00,0.5,0.1,47.0,8.6,994.6
106435,Muonio Oustajärvi,2025-03-24 20:00:00+00:00,0.4,-0.8,51.0,8.4,993.4
106435,Muonio Oustajärvi,2025-03-24 21:00:00+00:00,-1.0,-2.5,85.0,6.6,992.1
106435,Muonio Oustajärvi,2025-03-24 22:00:00+00:00,-2.1,-2.4,91.0,6.1,990.2
106435,Muonio Oustajärvi,2025-03-24 23:00:00+00:00,-2.1,-2.2,92.0,5.8,988.3
106435,Muonio Oustajärvi,2025-03-25 00:00:00+00:00,-2.0,-2.2,91.0,5.3,986.8
106435,Muonio Oustajärvi,2025-03-25 01:00:00+00:00,-1.9,-2.0,91.0,4.9,985.9
106435,Muonio Oustajärvi,2025-03-25 02:00:00+00:00,-1.9,-2.0,91.0,4.3,985.0
106435,Muonio Oustajärvi,2025-03-25 03:00:00+00:00,-1.9,-2.1,91.0,3.9,983.9
106435,Muonio Oustajärvi,2025-03-25 04:00:00+00:00,-2.0,-2.2,93.0,3.6,983.1
106435,Muonio Oustajärvi,2025-03-25 05:00:00+00:00,-1.9,-2.0,93.0,2.8,983.2
106435,Muonio Oustajärvi,2025-03-25 06:00:00+00:00,-1.9,-2.0,93.0,2.8,983.4
106435,Muonio Oustajärvi,2025-03-25 07:00:00+00:00,-0.9,-2.0,90.0,2.6,983.9
106435,Muonio Oustajärvi,2025-03-25 08:00:00+00:00,0.2,-1.2,83.0,3.0,984.8
106435,Muonio Oustajärvi,2025-03-25 09:00:00+00:00,1.3,-0.1,71.0,3.4,985.8
106435,Muonio Oustajärvi,2025-03-25 10:00:00+00:00,2.1,1.0,67.0,5.7,986.6
106435,Muonio Oustajärvi,2025-03-25 11:00:00+00:00,2.3,1.1,59.0,7.6,988.0
106435,Muonio Oustajärvi,2025-03-25 12:00:00+00:00,1.6,1.0,54.0,7.7,990.0
106435,Muonio Oustajärvi,2025-03-25 13:00:00+00:00,1.7,0.3,50.0,8.2,991.7
106435,Muonio Oustajärvi,2025-03-25 14:00:00+00:00,0.6,-0.1,48.0,7.6,993.4
106435,Muonio Oustajärvi,2025-03-25 15:00:00+00:00,0.3,-0.7,48.0,7.1,994.8
106435,Muonio Oustajärvi,2025-03-25 16:00:00+00:00,-0.7,-1.8,53.0,6.8,996.2
106435,Muonio Oustajärvi,2025-03-25 17:00:00+00:00,-1.7,-2.3,54.0,6.6,997.1
106435,Muonio Oustajärvi,2025-03-25 18:00:00+00:00,-2.2,-2.9,57.0,6.6,997.9
106435,Muonio Oustajärvi,2025-03-25 19:00:00+00:00,-2.9,-3.6,60.0,5.7,998.6
106435,Muonio Oustajärvi,2025-03-25 20:00:00+00:00,-3.6,-4.4,63.0,4.8,999.2
106435,Muonio Oustajärvi,2025-03-25 21:00:00+00:00,-4.2,-4.9,67.0,3.5,999.9
106435,Muonio Oustajärvi,2025-03-25 22:00:00+00:00,-4.6,-5.3,67.0,3.9,1000.4
106435,Muonio Oustajärvi,2025-03-25 23:00:00+00:00,-4.1,-5.0,66.0,5.1,1000.8
106435,Muonio Oustajärvi,2025-03-26 00:00:00+00:00,-4.4,-8.1,70.0,2.5,1001.5
106435,Muonio Oustajärvi,2025-03-26 01:00:00+00:00,-7.4,-10.1,76.0,2.7,1002.2
106435,Muonio Oustajärvi,2025-03-26 02:00:00+00:00,-8.1,-10.2,77.0,2.8,1002.8
106435,Muonio Oustajärvi,2025-03-26 03:00:00+00:00,-6.2,-7.9,71.0,3.6,1002.9
106435,Muonio Oustajärvi,2025-03-26 04:00:00+00:00,-6.5,-7.7,71.0,2.8,1003.1
106435,Muonio Oustajärvi,2025-03-26 05:00:00+00:00,-6.2,-6.7,69.0,3.3,1003.3
106435,Muonio Oustajärvi,2025-03-26 06:00:00+00:00,-5.0,-6.2,68.0,2.5,1003.3
106435,Muonio Oustajärvi,2025-03-26 07:00:00+00:00,-4.2,-5.0,65.0,2.4,1003.3
106435,Muonio Oustajärvi,2025-03-26 08:00:00+00:00,-3.0,-4.2,60.0,3.6,1003.2
106435,Muonio Oustajärvi,2025-03-26 09:00:00+00:00,-2.6,-3.0,56.0,3.9,1003.1
106435,Muonio Oustajärvi,2025-03-26 10:00:00+00:00,-1.7,-2.6,55.0,4.5,1003.1
106435,Muonio Oustajärvi,2025-03-26 11:00:00+00:00,-1.0,-1.7,54.0,4.9,1002.8
106435,Muonio Oustajärvi,2025-03-26 12:00:00+00:00,-0.4,-1.0,53.0,4.9,1002.4
106435,Muonio Oustajärvi,2025-03-26 13:00:00+00:00,-0.3,-0.5,51.0,5.7,1001.8
106435,Muonio Oustajärvi,2025-03-26 14:00:00+00:00,-0.3,-0.4,54.0,6.0,1001.7
106435,Muonio Oustajärvi,2025-03-26 15:00:00+00:00,-0.3,-1.0,64.0,6.4,1001.6
106435,Muonio Oustajärvi,2025-03-26 16:00:00+00:00,-1.0,-1.3,79.0,5.4,1001.6
106435,Muonio Oustajärvi,2025-03-26 17:00:00+00:00,-1.3,-1.7,84.0,2.7,1001.3
106435,Muonio Oustajärvi,2025-03-26 18:00:00+00:00,-1.6,-1.8,88.0,1.5,1000.9
106435,Muonio Oustajärvi,2025-03-26 19:00:00+00:00,-1.9,-2.6,88.0,1.0,1000.2
106435,Muonio Oustajärvi,2025-03-26 20:00:00+00:00,-1.2,-3.2,82.0,2.2,999.4
106435,Muonio Oustajärvi,2025-03-26 21:00:00+00:00,-1.6,-4.1,83.0,2.4,998.8
106435,Muonio Oustajärvi,2025-03-26 22:00:00+00:00,-0.8,-1.7,72.0,3.1,998.0
106435,Muonio Oustajärvi,2025-03-26 23:00:00+00:00,-0.4,-0.9,72.0,3.7,997.0
106435,Muonio Oustajärvi,2025-03-27 00:00:00+00:00,0.0,-0.4,75.0,4.1,996.5
106435,Muonio Oustajärvi,2025-03-27 01:00:00+00:00,0.1,-0.2,77.0,4.2,995.8
106435,Muonio Oustajärvi,2025-03-27 02:00:00+00:00,0.2,-0.2,78.0,4.3,995.4
106435,Muonio Oustajärvi,2025-03-27 03:00:00+00:00,0.2,-0.1,79.0,4.5,994.8
106435,Muonio Oustajärvi,2025-03-27 04:00:00+00:00,0.0,-1.1,81.0,2.9,994.8
106435,Muonio Oustajärvi,2025-03-27 05:00:00+00:00,0.0,-0.9,81.0,3.6,994.4
106435,Muonio Oustajärvi,2025-03-27 06:00:00+00:00,0.3,-0.2,79.0,3.2,994.0
106435,Muonio Oustajärvi,2025-03-27 07:00:00+00:00,1.0,0.3,77.0,4.2,993.6
106435,Muonio Oustajärvi,2025-03-27 08:00:00+00:00,1.1,0.9,78.0,4.7,993.3
106435,Muonio Oustajärvi,2025-03-27 09:00:00+00:00,1.1,0.8,86.0,4.5,992.6
106435,Muonio Oustajärvi,2025-03-27 10:00:00+00:00,1.2,0.9,91.0,4.7,992.0
106435,Muonio Oustajärvi,2025-03-27 11:00:00+00:00,1.7,1.3,91.0,5.4,991.0
106435,Muonio Oustajärvi,2025-03-27 12:00:00+00:00,1.9,1.6,91.0,5.3,990.3
106435,Muonio Oustajärvi,2025-03-27 13:00:00+00:00,2.1,1.9,93.0,5.2,989.7
106435,Muonio Oustajärvi,2025-03-27 14:00:00+00:00,2.8,2.1,92.0,5.5,988.9
106435,Muonio Oustajärvi,2025-03-27 15:00:00+00:00,3.7,2.8,85.0,6.3,988.4
106435,Muonio Oustajärvi,2025-03-27 16:00:00+00:00,3.9,3.4,82.0,6.1,988.0
106435,Muonio Oustajärvi,2025-03-27 17:00:00+00:00,4.7,3.9,76.0,5.2,987.8
106435,Muonio Oustajärvi,2025-03-27 18:00:00+00:00,4.7,4.4,71.0,5.2,987.8
106435,Muonio Oustajärvi,2025-03-27 19:00:00+00:00,4.7,4.3,70.0,5.3,987.9
106435,Muonio Oustajärvi,2025-03-27 20:00:00+00:00,4.3,4.0,70.0,5.6,988.0
106435,Muonio Oustajärvi,2025-03-27 21:00:00+00:00,4.1,3.8,69.0,5.2,988.1
106435,Muonio Oustajärvi,2025-03-27 22:00:00+00:00,4.3,3.9,65.0,5.0,988.7
106435,Muonio Oustajärvi,2025-03-27 23:00:00+00:00,4.0,3.6,64.0,4.5,989.6
106435,Muonio Oustajärvi,2025-03-28 00:00:00+00:00,3.6,2.9,66.0,4.5,990.1
106435,Muonio Oustajärvi,2025-03-28 01:00:00+00:00,3.0,1.9,72.0,4.0,990.4
106435,Muonio Oustajärvi,2025-03-28 02:00:00+00:00,2.1,1.6,75.0,3.2,990.8
106435,Muonio Oustajärvi,2025-03-28 03:00:00+00:00,1.7,0.3,77.0,3.1,991.3
106435,Muonio Oustajärvi,2025-03-28 04:00:00+00:00,0.3,-2.8,87.0,1.8,992.1
106435,Muonio Oustajärvi,2025-03-28 05:00:00+00:00,0.8,-2.7,80.0,3.0,992.3
106435,Muonio Oustajärvi,2025-03-28 06:00:00+00:00,1.2,0.7,74.0,2.4,992.5
106435,Muonio Oustajärvi,2025-03-28 07:00:00+00:00,1.9,1.2,72.0,2.8,992.9
106435,Muonio Oustajärvi,2025-03-28 08:00:00+00:00,2.8,1.9,68.0,3.2,993.1
106435,Muonio Oustajärvi,2025-03-28 09:00:00+00:00,3.4,2.7,66.0,4.3,993.2
106435,Muonio Oustajärvi,2025-03-28 10:00:00+00:00,4.1,3.4,66.0,4.3,993.2
106435,Muonio Oustajärvi,2025-03-28 11:00:00+00:00,4.5,3.9,66.0,4.3,993.0
106435,Muonio Oustajärvi,2025-03-28 12:00:00+00:00,4.8,4.2,66.0,4.5,992.9
106435,Muonio Oustajärvi,2025-03-28 13:00:00+00:00,4.8,4.3,67.0,4.3,992.8
106435,Muonio Oustajärvi,2025-03-28 14:00:00+00:00,4.7,4.4,69.0,3.5,992.0
106435,Muonio Oustajärvi,2025-03-28 15:00:00+00:00,4.5,3.4,74.0,3.6,991.6
106435,Muonio Oustajärvi,2025-03-28 16:00:00+00:00,3.3,1.7,91.0,3.6,991.5
106435,Muonio Oustajärvi,2025-03-28 17:00:00+00:00,1.6,0.3,96.0,2.6,991.4
106435,Muonio Oustajärvi,2025-03-28 18:00:00+00:00,0.3,0.2,98.0,1.6,991.3
106435,Muonio Oustajärvi,2025-03-28 19:00:00+00:00,0.3,0.2,98.0,1.9,991.4
106435,Muonio Oustajärvi,2025-03-28 20:00:00+00:00,0.3,0.2,98.0,2.4,991.7
106435,Muonio Oustajärvi,2025-03-28 21:00:00+00:00,0.2,0.1,97.0,2.9,992.2
106435,Muonio Oustajärvi,2025-03-28 22:00:00+00:00,0.2,0.1,98.0,2.7,992.7
106435,Muonio Oustajärvi,2025-03-28 23:00:00+00:00,0.3,0.1,99.0,3.4,993.2
106435,Muonio Oustajärvi,2025-03-29 00:00:00+00:00,0.4,0.3,99.0,2.8,993.2
106435,Muonio Oustajärvi,2025-03-29 01:00:00+00:00,0.5,0.4,98.0,2.4,993.3
106435,Muonio Oustajärvi,2025-03-29 02:00:00+00:00,0.6,0.3,98.0,3.3,993.4
106435,Muonio Oustajärvi,2025-03-29 03:00:00+00:00,0.6,0.4,99.0,3.9,993.7
106435,Muonio Oustajärvi,2025-03-29 04:00:00+00:00,0.7,0.6,98.0,3.4,994.2
106435,Muonio Oustajärvi,2025-03-29 05:00:00+00:00,0.8,0.6,98.0,3.5,994.5
106435,Muonio Oustajärvi,2025-03-29 06:00:00+00:00,1.1,0.7,97.0,2.9,994.8
106435,Muonio Oustajärvi,2025-03-29 07:00:00+00:00,2.5,1.1,93.0,3.3,994.9
106435,Muonio Oustajärvi,2025-03-29 08:00:00+00:00,3.6,2.4,87.0,4.3,995.1
106435,Muonio Oustajärvi,2025-03-29 09:00:00+00:00,4.7,3.5,80.0,4.8,995.0
106435,Muonio Oustajärvi,2025-03-29 10:00:00+00:00,5.8,4.5,70.0,5.6,995.1
106435,Muonio Oustajärvi,2025-03-29 11:00:00+00:00,6.5,5.7,60.0,6.0,995.2
106435,Muonio Oustajärvi,2025-03-29 12:00:00+00:00,6.5,5.9,57.0,5.9,995.4
106435,Muonio Oustajärvi,2025-03-29 13:00:00+00:00,7.4,6.5,52.0,6.1,995.4
106435,Muonio Oustajärvi,2025-03-29 14:00:00+00:00,7.2,6.8,52.0,6.0,995.3
106435,Muonio Oustajärvi,2025-03-29 15:00:00+00:00,7.1,6.3,52.0,5.9,995.5
106435,Muonio Oustajärvi,2025-03-29 16:00:00+00:00,6.5,5.6,56.0,4.9,995.9
106435,Muonio Oustajärvi,2025-03-29 17:00:00+00:00,6.1,5.4,54.0,4.3,996.5
106435,Muonio Oustajärvi,2025-03-29 18:00:00+00:00,5.5,4.4,55.0,3.5,997.3
106435,Muonio Oustajärvi,2025-03-29 19:00:00+00:00,4.3,3.7,61.0,3.0,998.1
106435,Muonio Oustajärvi,2025-03-29 20:00:00+00:00,3.9,3.4,63.0,2.9,998.9
106435,Muonio Oustajärvi,2025-03-29 21:00:00+00:00,3.5,1.0,79.0,3.3,1000.1
106435,Muonio Oustajärvi,2025-03-29 22:00:00+00:00,1.0,-0.1,86.0,2.5,1001.1
106435,Muonio Oustajärvi,2025-03-29 23:00:00+00:00,0.0,-0.6,85.0,2.4,1001.7
106435,Muonio Oustajärvi,2025-03-30 00:00:00+00:00,-0.5,-1.2,83.0,2.1,1002.2
106435,Muonio Oustajärvi,2025-03-30 01:00:00+00:00,-1.2,-1.9,85.0,2.4,1002.8
106435,Muonio Oustajärvi,2025-03-30 02:00:00+00:00,-1.9,-2.1,86.0,2.4,1003.4
106435,Muonio Oustajärvi,2025-03-30 03:00:00+00:00,-2.1,-2.6,85.0,2.7,1003.8
106435,Muonio Oustajärvi,2025-03-30 04:00:00+00:00,-2.6,-2.8,87.0,2.4,1004.3
106435,Muonio Oustajärvi,2025-03-30 05:00:00+00:00,-2.2,-2.8,86.0,2.8,1004.8
106435,Muonio Oustajärvi,2025-03-30 06:00:00+00:00,-1.6,-2.2,85.0,3.3,1005.3
106435,Muonio Oustajärvi,2025-03-30 07:00:00+00:00,-0.7,-1.6,83.0,3.6,1006.0
106435,Muonio Oustajärvi,2025-03-30 08:00:00+00:00,0.0,-0.8,77.0,3.2,1006.6
106435,Muonio Oustajärvi,2025-03-30 09:00:00+00:00,0.6,-0.1,73.0,3.1,1007.3
106435,Muonio Oustajärvi,2025-03-30 10:00:00+00:00,1.5,0.4,72.0,3.4,1007.9
106435,Muonio Oustajärvi,2025-03-30 11:00:00+00:00,1.3,0.7,69.0,4.2,1008.7
106435,Muonio Oustajärvi,2025-03-30 12:00:00+00:00,1.5,0.9,68.0,3.9,1009.4
106435,Muonio Oustajärvi,2025-03-30 13:00:00+00:00,1.7,0.8,67.0,3.6,1010.1
106435,Muonio Oustajärvi,2025-03-30 14:00:00+00:00,2.3,1.1,64.0,2.7,1010.7
106435,Muonio Oustajärvi,2025-03-30 15:00:00+00:00,2.1,1.4,65.0,2.7,1011.5
106435,Muonio Oustajärvi,2025-03-30 16:00:00+00:00,1.7,1.2,65.0,2.6,1012.2
106435,Muonio Oustajärvi,2025-03-30 17:00:00+00:00,1.3,0.8,67.0,2.1,1013.2
106435,Muonio Oustajärvi,2025-03-30 18:00:00+00:00,0.9,0.0,70.0,1.9,1013.9
106435,Muonio Oustajärvi,2025-03-30 19:00:00+00:00,0.0,-0.4,75.0,1.9,1014.5
106435,Muonio Oustajärvi,2025-03-30 20:00:00+00:00,-0.1,-1.1,76.0,1.1,1015.2
106435,Muonio Oustajärvi,2025-03-30 21:00:00+00:00,-0.6,-1.2,79.0,1.7,1016.0
106435,Muonio Oustajärvi,2025-03-30 22:00:00+00:00,-0.1,-0.7,74.0,2.0,1016.3
106435,Muonio Oustajärvi,2025-03-30 23:00:00+00:00,-0.1,-0.3,73.0,2.3,1016.5
106435,Muonio Oustajärvi,2025-03-31 00:00:00+00:00,-0.3,-0.7,75.0,2.6,1016.6
106435,Muonio Oustajärvi,2025-03-31 01:00:00+00:00,-0.7,-1.1,76.0,1.5,1017.0
106435,Muonio Oustajärvi,2025-03-31 02:00:00+00:00,-0.9,-1.6,78.0,1.0,1017.4
106435,Muonio Oustajärvi,2025-03-31 03:00:00+00:00,-1.2,-1.6,81.0,0.8,1017.7
106435,Muonio Oustajärvi,2025-03-31 04:00:00+00:00,-1.0,-1.4,81.0,1.4,1017.7
106435,Muonio Oustajärvi,2025-03-31 05:00:00+00:00,-0.7,-1.1,81.0,1.9,1017.8
106435,Muonio Oustajärvi,2025-03-31 06:00:00+00:00,-0.2,-0.7,80.0,1.3,1017.9
106435,Muonio Oustajärvi,2025-03-31 07:00:00+00:00,0.2,-0.3,81.0,0.6,1018.0
106435,Muonio Oustajärvi,2025-03-31 08:00:00+00:00,1.4,0.0,75.0,0.8,1017.9
106435,Muonio Oustajärvi,2025-03-31 09:00:00+00:00,2.2,1.2,69.0,1.2,1017.9
106435,Muonio Oustajärvi,2025-03-31 10:00:00+00:00,2.0,1.4,72.0,2.0,1018.2
106435,Muonio Oustajärvi,2025-03-31 11:00:00+00:00,1.4,1.0,85.0,1.4,1018.4
106435,Muonio Oustajärvi,2025-03-31 12:00:00+00:00,1.7,1.2,88.0,0.9,1018.4
106435,Muonio Oustajärvi,2025-03-31 13:00:00+00:00,2.2,1.4,86.0,0.9,1018.6
106435,Muonio Oustajärvi,2025-03-31 14:00:00+00:00,2.0,1.2,88.0,1.4,1018.6
106435,Muonio Oustajärvi,2025-03-31 15:00:00+00:00,1.6,1.0,87.0,2.1,1018.7
106435,Muonio Oustajärvi,2025-03-31 16:00:00+00:00,1.8,1.4,81.0,2.4,1018.7
106435,Muonio Oustajärvi,2025-03-31 17:00:00+00:00,1.8,1.1,79.0,2.3,1019.3
106435,Muonio Oustajärvi,2025-03-31 18:00:00+00:00,1.2,-1.6,83.0,1.9,1019.7
106435,Muonio Oustajärvi,2025-03-31 19:00:00+00:00,-1.8,-3.2,93.0,1.7,1020.2
106435,Muonio Oustajärvi,2025-03-31 20:00:00+00:00,-3.1,-4.2,95.0,0.6,1020.3
106435,Muonio Oustajärvi,2025-03-31 21:00:00+00:00,-4.2,-6.0,95.0,1.3,1020.6
106435,Muonio Oustajärvi,2025-03-31 22:00:00+00:00,-5.9,-7.6,94.0,1.6,1020.9
106435,Muonio Oustajärvi,2025-03-31 23:00:00+00:00,-7.3,-7.8,93.0,1.7,1021.1
106435,Muonio Oustajärvi,2025-04-01 00:00:00+00:00,-7.3,-8.4,92.0,1.7,1021.1
106435,Muonio Oustajärvi,2025-04-01 01:00:00+00:00,-8.1,-8.8,91.0,1.6,1020.9
106435,Muonio Oustajärvi,2025-04-01 02:00:00+00:00,-8.8,-9.4,91.0,1.7,1020.8
106435,Muonio Oustajärvi,2025-04-01 03:00:00+00:00,-9.3,-10.3,90.0,1.8,1020.8
106435,Muonio Oustajärvi,2025-04-01 04:00:00+00:00,-10.1,-11.1,89.0,0.7,1020.8
106435,Muonio Oustajärvi,2025-04-01 05:00:00+00:00,-9.7,-11.1,89.0,1.3,1020.5
106435,Muonio Oustajärvi,2025-04-01 06:00:00+00:00,-6.3,-9.7,90.0,0.7,1019.9
106435,Muonio Oustajärvi,2025-04-01 07:00:00+00:00,-2.9,-6.3,83.0,1.3,1019.6
106435,Muonio Oustajärvi,2025-04-01 08:00:00+00:00,-0.5,-2.8,72.0,1.9,1019.2
106435,Muonio Oustajärvi,2025-04-01 09:00:00+00:00,1.1,-0.6,66.0,3.1,1018.8
106435,Muonio Oustajärvi,2025-04-01 10:00:00+00:00,2.5,0.9,60.0,2.9,1018.9
106435,Muonio Oustajärvi,2025-04-01 11:00:00+00:00,3.9,2.2,53.0,3.0,1018.5
106435,Muonio Oustajärvi,2025-04-01 12:00:00+00:00,4.8,3.8,49.0,3.3,1018.3
106435,Muonio Oustajärvi,2025-04-01 13:00:00+00:00,5.4,4.7,49.0,3.1,1017.9
106435,Muonio Oustajärvi,2025-04-01 14:00:00+00:00,5.3,5.0,50.0,3.4,1017.6
106435,Muonio Oustajärvi,2025-04-01 15:00:00+00:00,5.5,4.8,52.0,3.2,1017.1
106435,Muonio Oustajärvi,2025-04-01 16:00:00+00:00,4.8,4.2,56.0,3.6,1016.5
106435,Muonio Oustajärvi,2025-04-01 17:00:00+00:00,4.5,4.2,58.0,3.5,1015.7
106435,Muonio Oustajärvi,2025-04-01 18:00:00+00:00,4.4,3.8,60.0,4.0,1014.8
106435,Muonio Oustajärvi,2025-04-01 19:00:00+00:00,4.0,3.4,64.0,3.6,1013.7
106435,Muonio Oustajärvi,2025-04-01 20:00:00+00:00,4.0,3.7,67.0,5.7,1011.8
106435,Muonio Oustajärvi,2025-04-01 21:00:00+00:00,3.9,2.9,72.0,5.7,1010.3
106435,Muonio Oustajärvi,2025-04-01 22:00:00+00:00,4.0,3.2,76.0,7.0,1009.0
106435,Muonio Oustajärvi,2025-04-01 23:00:00+00:00,3.9,3.5,79.0,6.1,1008.6
106435,Muonio Oustajärvi,2025-04-02 00:00:00+00:00,4.2,3.0,80.0,5.3,1008.7
106435,Muonio Oustajärvi,2025-04-02 01:00:00+00:00,5.9,4.2,61.0,6.6,1009.6
106435,Muonio Oustajärvi,2025-04-02 02:00:00+00:00,5.5,4.3,57.0,7.5,1010.3
106435,Muonio Oustajärvi,2025-04-02 03:00:00+00:00,4.6,3.8,61.0,7.2,1011.0
106435,Muonio Oustajärvi,2025-04-02 04:00:00+00:00,4.2,3.6,60.0,6.4,1011.7
106435,Muonio Oustajärvi,2025-04-02 05:00:00+00:00,4.3,3.9,57.0,6.8,1012.5
106435,Muonio Oustajärvi,2025-04-02 06:00:00+00:00,4.4,4.1,57.0,7.7,1013.1
106435,Muonio Oustajärvi,2025-04-02 07:00:00+00:00,4.7,4.3,57.0,6.2,1013.7
106435,Muonio Oustajärvi,2025-04-02 08:00:00+00:00,5.3,4.8,54.0,5.8,1014.6
106435,Muonio Oustajärvi,2025-04-02 09:00:00+00:00,5.5,5.2,54.0,6.4,1015.5
106435,Muonio Oustajärvi,2025-04-02 10:00:00+00:00,6.0,5.3,54.0,6.5,1016.3
106435,Muonio Oustajärvi,2025-04-02 11:00:00+00:00,6.1,5.6,52.0,6.4,1017.0
106435,Muonio Oustajärvi,2025-04-02 12:00:00+00:00,6.2,5.5,54.0,5.4,1017.8
106435,Muonio Oustajärvi,2025-04-02 13:00:00+00:00,5.6,5.2,57.0,5.2,1018.3
106435,Muonio Oustajärvi,2025-04-02 14:00:00+00:00,5.6,5.0,58.0,4.4,1018.7
106435,Muonio Oustajärvi,2025-04-02 15:00:00+00:00,5.3,4.8,59.0,3.3,1018.9
106435,Muonio Oustajärvi,2025-04-02 16:00:00+00:00,5.1,4.7,58.0,3.8,1018.9
106435,Muonio Oustajärvi,2025-04-02 17:00:00+00:00,4.8,4.3,59.0,2.6,1018.9
106435,Muonio Oustajärvi,2025-04-02 18:00:00+00:00,4.5,3.7,60.0,2.3,1018.7
106435,Muonio Oustajärvi,2025-04-02 19:00:00+00:00,3.7,3.0,67.0,2.5,1018.7
106435,Muonio Oustajärvi,2025-04-02 20:00:00+00:00,3.3,1.4,78.0,1.3,1018.3
106435,Muonio Oustajärvi,2025-04-02 21:00:00+00:00,1.5,0.8,90.0,1.4,1018.0
106435,Muonio Oustajärvi,2025-04-02 22:00:00+00:00,1.0,0.5,92.0,1.3,1017.5
106435,Muonio Oustajärvi,2025-04-02 23:00:00+00:00,0.7,0.5,93.0,1.1,1016.8
106435,Muonio Oustajärvi,2025-04-03 00:00:00+00:00,0.7,0.3,93.0,0.8,1015.6
106435,Muonio Oustajärvi,2025-04-03 01:00:00+00:00,2.4,0.3,87.0,1.7,1014.3
106435,Muonio Oustajärvi,2025-04-03 02:00:00+00:00,2.5,2.1,73.0,3.0,1012.4
106435,Muonio Oustajärvi,2025-04-03 03:00:00+00:00,3.0,2.1,71.0,3.7,1010.8
106435,Muonio Oustajärvi,2025-04-03 04:00:00+00:00,3.0,2.5,72.0,4.4,1008.7
106435,Muonio Oustajärvi,2025-04-03 05:00:00+00:00,2.9,2.6,76.0,4.6,1006.8
106435,Muonio Oustajärvi,2025-04-03 06:00:00+00:00,3.3,2.9,80.0,5.2,1004.0
106435,Muonio Oustajärvi,2025-04-03 07:00:00+00:00,3.7,3.2,76.0,6.6,1001.4
106435,Muonio Oustajärvi,2025-04-03 08:00:00+00:00,4.4,3.7,70.0,6.7,999.0
106435,Muonio Oustajärvi,2025-04-03 09:00:00+00:00,5.3,4.3,65.0,6.1,997.5
106435,Muonio Oustajärvi,2025-04-03 10:00:00+00:00,6.7,5.1,58.0,6.9,996.5
106435,Muonio Oustajärvi,2025-04-03 11:00:00+00:00,7.1,6.3,37.0,8.6,995.7
106435,Muonio Oustajärvi,2025-04-03 12:00:00+00:00,6.8,5.8,38.0,8.6,994.8
106435,Muonio Oustajärvi,2025-04-03 13:00:00+00:00,7.0,6.3,38.0,8.9,993.3
106435,Muonio Oustajärvi,2025-04-03 14:00:00+00:00,6.8,5.4,42.0,7.3,992.4
106435,Muonio Oustajärvi,2025-04-03 15:00:00+00:00,5.4,4.6,49.0,6.0,991.6
106435,Muonio Oustajärvi,2025-04-03 16:00:00+00:00,4.7,3.8,58.0,5.8,991.1
106435,Muonio Oustajärvi,2025-04-03 17:00:00+00:00,3.9,2.4,71.0,,991.2
106435,Muonio Oustajärvi,2025-04-03 18:00:00+00:00,2.4,1.7,85.0,,992.4
106435,Muonio Oustajärvi,2025-04-03 19:00:00+00:00,1.8,1.3,84.0,4.8,994.2
106435,Muonio Oustajärvi,2025-04-03 20:00:00+00:00,1.9,1.3,75.0,5.8,996.2
106435,Muonio Oustajärvi,2025-04-03 21:00:00+00:00,2.2,1.4,74.0,5.3,997.4
106435,Muonio Oustajärvi,2025-04-03 22:00:00+00:00,2.1,1.4,83.0,7.8,998.5
106435,Muonio Oustajärvi,2025-04-03 23:00:00+00:00,2.1,1.6,76.0,9.5,1000.8
106435,Muonio Oustajärvi,2025-04-04 00:00:00+00:00,1.7,1.2,75.0,9.5,1003.4
106435,Muonio Oustajärvi,2025-04-04 01:00:00+00:00,1.2,0.7,76.0,7.3,1005.8
106435,Muonio Oustajärvi,2025-04-04 02:00:00+00:00,0.7,0.4,75.0,7.3,1007.4
106435,Muonio Oustajärvi,2025-04-04 03:00:00+00:00,0.4,-0.1,76.0,6.9,1008.8
106435,Muonio Oustajärvi,2025-04-04 04:00:00+00:00,-0.1,-1.1,76.0,6.1,1010.2
106435,Muonio Oustajärvi,2025-04-04 05:00:00+00:00,-1.1,-1.9,79.0,6.8,1011.7
106435,Muonio Oustajärvi,2025-04-04 06:00:00+00:00,-1.8,-2.1,73.0,6.8,1013.1
106435,Muonio Oustajärvi,2025-04-04 07:00:00+00:00,-1.5,-2.3,65.0,6.9,1014.0
106435,Muonio Oustajärvi,2025-04-04 08:00:00+00:00,-1.6,-2.2,61.0,6.8,1014.8
106435,Muonio Oustajärvi,2025-04-04 09:00:00+00:00,-1.8,-2.4,54.0,7.0,1015.5
106435,Muonio Oustajärvi,2025-04-04 10:00:00+00:00,-1.7,-2.5,51.0,6.9,1016.4
106435,Muonio Oustajärvi,2025-04-04 11:00:00+00:00,-2.0,-2.5,48.0,7.3,1016.8
106435,Muonio Oustajärvi,2025-04-04 12:00:00+00:00,-1.9,-2.8,48.0,6.1,1017.0
106435,Muonio Oustajärvi,2025-04-04 13:00:00+00:00,-2.1,-3.0,51.0,6.4,1017.3
